Virtual User Script started at: 10.12.2024 13:43:31	[MsgId: MMSG-15967]
Action.c(24):     t" name="username"  size="20" /></td></tr> <tr><td align="left"><blockquote>Password : </t
Action.c(24):     d> <td align="left"><input type="password" name="password"  size="20" /></td></tr> <tr><td
Action.c(24):      align="left"><blockquote>Confirm : </td> <td align="left"><input type="password" name="pa
Action.c(24):     sswordConfirm"  size="20" /></td></tr> <tr><td> </td></tr> <tr><td align="left"><blockquot
Action.c(24):     e>First Name : </td> <td align="left"><input type="text" name="firstName"  size="20" /></t
Action.c(24):     d></tr> <tr><td align="left"><blockquote>Last Name : </td> <td align="left"><input type="t
Action.c(24):     ext" name="lastName"  size="20" /></td></tr> <tr><td align="left"><blockquote>Street Addre
Action.c(24):     ss : </td> <td align="left"><input type="text" name="address1"  size="30" /></td></tr> <tr
Action.c(24):     ><td align="left"><blockquote>City/State/Zip : </td> <td align="left"><input type="text" n
Action.c(24):     ame="address2"  size="30" /></td></tr> <tr><td align="left">&nbsp;</td> <td align="right">
Action.c(24):     &nbsp;</td></tr> <tr><td align="center" colspan="2"><input type="image" name="register" sr
Action.c(24):     c="/WebTours/images/button_next.gif" border="0" /></td></tr></table></form></table></block
Action.c(24):     quote>\n
Action.c(24):     </body>\n
Action.c(24):     </html>\n
Action.c(24): Found resource "http://localhost:1080/WebTours/profileValidate.js" in HTML "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26659]
Action.c(24): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26659]
Action.c(24): t=32746ms: Already connected [1] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(24): t=32746ms: 394-byte request headers for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=29)
Action.c(24):     GET /WebTours/profileValidate.js HTTP/1.1\r\n
Action.c(24):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(24):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133
Action.c(24):     .0\r\n
Action.c(24):     Accept-Encoding: gzip, deflate\r\n
Action.c(24):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(24):     Accept: */*\r\n
Action.c(24):     Connection: Keep-Alive\r\n
Action.c(24):     Host: localhost:1080\r\n
Action.c(24):     Cookie: MSO=SID&1733820240\r\n
Action.c(24):     \r\n
Action.c(24): t=32748ms: Already connected [2] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(24): t=32749ms: 398-byte request headers for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=30)
Action.c(24):     GET /WebTours/images/button_next.gif HTTP/1.1\r\n
Action.c(24):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(24):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133
Action.c(24):     .0\r\n
Action.c(24):     Accept-Encoding: gzip, deflate\r\n
Action.c(24):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(24):     Accept: */*\r\n
Action.c(24):     Connection: Keep-Alive\r\n
Action.c(24):     Host: localhost:1080\r\n
Action.c(24):     Cookie: MSO=SID&1733820240\r\n
Action.c(24):     \r\n
Action.c(24): t=32749ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true" (RelFrameId=1, Internal ID=28)
Action.c(24):     0\r\n
Action.c(24):     \r\n
Action.c(24): t=32749ms: Request done "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26000]
Action.c(24): t=32749ms: 313-byte response headers for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=29)
Action.c(24):     HTTP/1.1 200 OK\r\n
Action.c(24):     Date: Tue, 10 Dec 2024 08:44:04 GMT\r\n
Action.c(24):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(24):     Last-Modified: Tue, 26 Nov 2024 14:20:50 GMT\r\n
Action.c(24):     ETag: "60000000958f5-2c18-627d18e61ab0c"\r\n
Action.c(24):     Accept-Ranges: bytes\r\n
Action.c(24):     Content-Length: 11288\r\n
Action.c(24):     Keep-Alive: timeout=5, max=97\r\n
Action.c(24):     Connection: Keep-Alive\r\n
Action.c(24):     Content-Type: application/javascript\r\n
Action.c(24):     \r\n
Action.c(24): t=32750ms: 11288-byte response body for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=29)
Action.c(24):     // check for IE3\n
Action.c(24):     var isIE3 = (navigator.appVersion.indexOf('MSIE 3') != -1);\n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     /***************************************************************\n
Action.c(24):     ** define and instantiate validation objects\n
Action.c(24):     ** the validation object accepts the following parameters:\n
Action.c(24):     **\n
Action.c(24):     **   realName: name used in the alerts (same as label on the page)\n
Action.c(24):     **\n
Action.c(24):     **   formEltName: this must be the name of the corresponding\n
Action.c(24):     **       HTML form element; make it the same as the object name\n
Action.c(24):     **\n
Action.c(24):     **   eltType: element type (we have to create this since IE3\n
Action.c(24):     **       doesn't support the type property for for elements)\n
Action.c(24):     **     text\n
Action.c(24):     **     textarea\n
Action.c(24):     **     checkbox\n
Action.c(24):     **     radio\n
Action.c(24):     **     select\n
Action.c(24):     **\n
Action.c(24):     **   uptoSnuff: function call that's evaluated during validation check\n
Action.c(24):     **     isText(str)\n
Action.c(24):     **     isSelect(formObj)\n
Action.c(24):     **     isRadio(formObj)\n
Action.c(24):     **     isCheck(formObj, form, [index of first checkbox in group],\n
Action.c(24):     **         [number of checkboxes])\n
Action.c(24):     **     isEmail(str)\n
Action.c(24):     **     isState(str)\n
Action.c(24):     **     isZipCode(str)\n
Action.c(24):     **     isPhoneNum(str)\n
Action.c(24):     **     isDate(str)\n
Action.c(24):     **\n
Action.c(24):     **   format: text representation of required format;\n
Action.c(24):     **       pass 'null' if no required format;\n
Action.c(24):     **       used in alert as an aid to user\n
Action.c(24):     ***************************************************************/\n
Action.c(24):     \n
Action.c(24):     // object definition\n
Action.c(24):     function validation(realName, formEltName, eltType, upToSnuff, format) {\n
Action.c(24):       this.realName = realName;\n
Action.c(24):       this.formEltName = formEltName;\n
Action.c(24):       this.eltType = eltType;\n
Action.c(24):       this.upToSnuff = upToSnuff;\n
Action.c(24):       this.format = format;\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     /***************************************************************\n
Action.c(24):     ** create a new object for each form element you need to validate\n
Action.c(24):     ** for example:\n
Action.c(24):     ** var lastName = new validation('last name', 'lastName', 'text', 'isText(str)', null);\n
Action.c(24):     ** var phoneNum = new validation('phone number', 'phoneNum', 'text', 'isPhoneNum(str)', 'x
Action.c(24):     xx-xxx-xxxx');\n
Action.c(24):     ** var reason = new validation('reason for reading this', 'reason', 'checkbox', 'isCheck(f
Action.c(24):     ormObj, form, 14, 3)', null);\n
Action.c(24):     ***************************************************************/\n
Action.c(24):     // create objects here:\n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     var username = new validation('a username', 'username', 'text', 'isText(str)', null);\n
Action.c(24):     var password = new validation('a password', 'password', 'text', 'isText(str)', null);\n
Action.c(24):     var passwordC = new validation('a password confirmation', 'passwordConfirm', 'text', 'isTe
Action.c(24):     xt(str)', null);\n
Action.c(24):     var firstN = new validation('your first name', 'firstName', 'text', 'isText(str)', null);\n
Action.c(24):     var lastN = new validation('your last name', 'lastName', 'text', 'isText(str)', null);\n
Action.c(24):     var address = new validation('your address', 'address1', 'text', 'isText(str)', null);\n
Action.c(24):     var csz = new validation('your City/State/Zip', 'address2', 'text', 'isText(str)', null);\n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     /***************************************************************\n
Action.c(24):     ** Define the elts array:\n
Action.c(24):     ** Add a new item to the array for each object you create above\n
Action.c(24):     ** Make sure the value of the array element is the same as\n
Action.c(24):     ** the name of the object, and that the array elements are listed\n
Action.c(24):     ** in the same order the corresponding objects appear in the form\n
Action.c(24):     ** (it's more clear to the user that way)\n
Action.c(24):     ** for example:\n
Action.c(24):     ** var elts = new Array(lastName, phoneNum, reason)\n
Action.c(24):     ***************************************************************/\n
Action.c(24):     var elts = new Array(username, password, passwordC, firstN, lastN, address, csz);\n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     /***************************************************************\n
Action.c(24):     ** The main function keeps track of which fields the user missed\n
Action.c(24):     ** or filled in incorrectly, and alerts the user so they can go\n
Action.c(24):     ** back and fix what's wrong.\n
Action.c(24):     ** Set allAtOnce to true if you want this "validation help" to\n
Action.c(24):     ** alert the user to all mistakes at once; set it to false if\n
Action.c(24):     ** you want it to show one mistake at a time\n
Action.c(24):     ***************************************************************/\n
Action.c(24):     var allAtOnce = true;\n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     /***************************************************************\n
Action.c(24):     ** change text for alerts here\n
Action.c(24):     ** unspecified field (text): "Please include [field name]."\n
Action.c(24):     ** unspecified field (other): "Please choose [field name]."\n
Action.c(24):     ** invalid text field entries: "[field value] is an invalid [field name]!"\n
Action.c(24):     ** help with format: "Use this format: "\n
Action.c(24):     ***************************************************************/\n
Action.c(24):     var beginRequestAlertForText = "Please include ";\n
Action.c(24):     var beginRequestAlertGeneric = "Please choose ";\n
Action.c(24):     var endRequestAlert = ".";\n
Action.c(24):     var beginInvalidAlert = " is an invalid ";\n
Action.c(24):     var endInvalidAlert = "!";\n
Action.c(24):     var beginFormatAlert = "  Use this format: ";\n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     /***************************************************************\n
Action.c(24):     ** these functions validate the string or form object passed in,\n
Action.c(24):     ** and return true or false based on whether the test succeeds or fails\n
Action.c(24):     **\n
Action.c(24):     ** validate existence of input\n
Action.c(24):     **   isText(str): verifies text input or textarea is not empty\n
Action.c(24):     **   isSelect(formObj): verifies item from a select menu is chosen\n
Action.c(24):     **   isRadio(formObj): verifies one of a group of radio buttons is chosen\n
Action.c(24):     **   isCheck(formObj, form, [begin], [num]): verifies at least one\n
Action.c(24):     **       of a group of checkboxes is checked\n
Action.c(24):     **     for [begin], fill in the index number in the elements array\n
Action.c(24):     **         of the first checkbox (remember to start counting from zero)\n
Action.c(24):     **     for [num], fill in the number of checkboxes in the group\n
Action.c(24):     **\n
Action.c(24):     ** validate text in text input or textarea matches pattern\n
Action.c(24):     **   isEmail(str): verifies email address (contains "@" and ".")\n
Action.c(24):     **   isState(str): verifies U.S. State Code\n
Action.c(24):     **   isZipCode(str): verifies zip code of form xxxxx or xxxxx-xxxx\n
Action.c(24):     **   isPhoneNum(str): verifies phone number of form xxx-xxx-xxxx\n
Action.c(24):     **   isDate(str): verifies date of form mm/dd/yyyy\n
Action.c(24):     ***************************************************************/\n
Action.c(24):     \n
Action.c(24):     function isText(str) {\n
Action.c(24):       return (str != "");\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isSelect(formObj) {\n
Action.c(24):       return (formObj.selectedIndex != 0);\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isRadio(formObj) {\n
Action.c(24):       for (j=0; j<formObj.length; j++) {\n
Action.c(24):         if (formObj[j].checked) {\n
Action.c(24):           return true;\n
Action.c(24):         }\n
Action.c(24):       }\n
Action.c(24):       return false;\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isCheck(formObj, form, begin, num) {\n
Action.c(24):       for (j=begin; j<begin+num; j++) {\n
Action.c(24):         if (form.elements[j].checked) {\n
Action.c(24):           return true;\n
Action.c(24):         }\n
Action.c(24):       }\n
Action.c(24):       return false;\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isEmail(str) {\n
Action.c(24):       return ((str != "") && (str.indexOf("@") != -1) && (str.indexOf(".") != -1));\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isState(str) {\n
Action.c(24):       str = str.toUpperCase();\n
Action.c(24):       return ( (str == "AK") || (str == "AL") || (str == "AR") || (str == "AZ") || (str == "CA
Action.c(24):     ") || (str == "CO") || (str == "CT") || (str == "DC") || (str == "DE") || (str == "FL") ||
Action.c(24):      (str == "GA") || (str == "HI") || (str == "IA") || (str == "ID") || (str == "IL") || (str
Action.c(24):      == "IN") || (str == "KS") || (str == "KY") || (str == "LA") || (str == "MA") || (str == "
Action.c(24):     MD") || (str == "ME") || (str == "MI") || (str == "MN") || (str == "MO") || (str == "MS") 
Action.c(24):     || (str == "MT") || (str == "NB") || (str == "NC") || (str == "ND") || (str == "NH") || (s
Action.c(24):     tr == "NJ") || (str == "NM") || (str == "NV") || (str == "NY") || (str == "OH") || (str ==
Action.c(24):      "OK") || (str == "OR") || (str == "PA") || (str == "RI") || (str == "SC") || (str == "SD"
Action.c(24):     ) || (str == "TN") || (str == "TX") || (str == "UT") || (str == "VA") || (str == "VT") || 
Action.c(24):     (str == "WA") || (str == "WI") || (str == "WV") || (str == "WY") );\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isZipCode(str) {\n
Action.c(24):       var l = str.length;\n
Action.c(24):       if ((l != 5) && (l != 10)) { return false }\n
Action.c(24):       for (j=0; j<l; j++) {\n
Action.c(24):         if ((l == 10) && (j == 5)) {\n
Action.c(24):           if (str.charAt(j) != "-") { return false }\n
Action.c(24):         } else {\n
Action.c(24):           if ((str.charAt(j) < "0") || (str.charAt(j) > "9")) { return false }\n
Action.c(24):         }\n
Action.c(24):       }\n
Action.c(24):       return true;\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isPhoneNum(str) {\n
Action.c(24):       if (str.length != 12) { return false }\n
Action.c(24):       for (j=0; j<str.length; j++) {\n
Action.c(24):         if ((j == 3) || (j == 7)) {\n
Action.c(24):           if (str.charAt(j) != "-") { return false }\n
Action.c(24):         } else {\n
Action.c(24):           if ((str.charAt(j) < "0") || (str.charAt(j) > "9")) { return false }\n
Action.c(24):         }\n
Action.c(24):       }\n
Action.c(24):       return true;\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     function isDate(str) {\n
Action.c(24):       if (str.length != 10) { return false }\n
Action.c(24):     \n
Action.c(24):       for (j=0; j<str.length; j++) {\n
Action.c(24):         if ((j == 2) || (j == 5)) {\n
Action.c(24):           if (str.charAt(j) != "/") { return false }\n
Action.c(24):         } else {\n
Action.c(24):           if ((str.charAt(j) < "0") || (str.charAt(j) > "9")) { return false }\n
Action.c(24):         }\n
Action.c(24):       }\n
Action.c(24):     \n
Action.c(24):       var month = str.charAt(0) == "0" ? parseInt(str.substring(1,2)) : parseInt(str.substring
Action.c(24):     (0,2));\n
Action.c(24):       var day = str.charAt(3) == "0" ? parseInt(str.substring(4,5)) : parseInt(str.substring(3
Action.c(24):     ,5));\n
Action.c(24):       var begin = str.charAt(6) == "0" ? (str.charAt(7) == "0" ? (str.charAt(8) == "0" ? 9 : 8
Action.c(24):     ) : 7) : 6;\n
Action.c(24):       var year = parseInt(str.substring(begin, 10));\n
Action.c(24):     \n
Action.c(24):       if (day == 0) { return false }\n
Action.c(24):       if (month == 0 || month > 12) { return false }\n
Action.c(24):       if (month == 1 || month == 3 || month == 5 || month == 7 || month == 8 || month == 10 ||
Action.c(24):      month == 12) {\n
Action.c(24):         if (day > 31) { return false }\n
Action.c(24):       } else {\n
Action.c(24):         if (month == 4 || month == 6 || month == 9 || month == 11) {\n
Action.c(24):           if (day > 30) { return false }\n
Action.c(24):         } else {\n
Action.c(24):           if (year%4 != 0) {\n
Action.c(24):             if (day > 28) { return false }\n
Action.c(24):           } else {\n
Action.c(24):             if (day > 29) { return false }\n
Action.c(24):           }\n
Action.c(24):         }\n
Action.c(24):       }\n
Action.c(24):       return true;\n
Action.c(24):     }\n
Action.c(24):     \n
Action.c(24):     \n
Action.c(24):     /***************************************************************\n
Action.c(24):     ** The validateForm() function validates the form elements\n
Action.c(24):     ** previously defined as validation objects and as members of\n
Action.c(24):     ** the elts array. We loop through the elts array, testing each\n
Action.c(24):     ** element in turn, and alerting the user when they've missed\n
Action.c(24):     ** a required field\n
Action.c(24):     ***************************************************************/\n
Action.c(24):     \n
Action.c(24):     function validateForm(form) {\n
Action.c(24):       var formEltName = "";\n
Action.c(24):       var formObj = "";\n
Action.c(24):       var str = "";\n
Action.c(24):       var realName = "";\n
Action.c(24):       var alertText = "";\n
Action.c(24):       var firstMissingElt = null;\n
